"date","year","month","quarter","day_of_week","day_of_month","week_of_year","is_weekend","is_month_end","is_month_start","gdp_index","unemployment_rate","consumer_confidence","stock_market_index","temperature","precipitation","weather_severity_index","marketing_spend","email_campaigns_sent","social_media_impressions","influencer_collaborations","tv_ad_spend","competitor_price_index","shipping_cost_index","inventory_availability_rate","website_traffic","page_load_time_ms","mobile_traffic_pct","site_downtime_minutes","new_product_launches","daily_sales","order_count","avg_order_value","unique_customers","return_rate_pct","customer_acquisition_cost"
2019-12-21,2019,12,4,"Saturday",21,51,1,0,0,93.8580534127944,11.46182487264,94.2087300076945,2408.82303238294,58.2141371826496,0.307064661856415,1,13725,1,847539,0,13091,106.703320791524,90.7155547372781,93.5,118474,2406,56,7,0,30347,372,81.58,227,5.1,201.54
2019-12-22,2019,12,4,"Sunday",22,51,1,0,0,93.8811556885515,11.266682640432,93.9947043175514,2406.22914396498,58.9993337920108,0.0184406936903068,6,19970,5,1436754,0,13859,107.921238911826,88.8015410197696,87.1,223505,3273,73,4,0,35247,535,65.88,447,12.8,148.92
2019-12-23,2019,12,4,"Monday",23,51,0,0,0,93.3030302800145,11.2015438806822,94.3012723349173,2398.74857985792,63.4209057318351,0.0320715137784998,7,17794,4,1726033,0,4537,108.19317778996,89.0984221805628,92.7,284213,1098,57,5,0,30019,380,79,295,4.4,201.06
2019-12-24,2019,12,4,"Tuesday",24,52,0,0,0,93.5807172007687,10.9903366757233,91.6528821336994,2411.41895332331,72.7227744285686,0.0798874535043156,8,10842,0,1684897,0,8603,108.373036676875,90.1400822747889,85.6,111971,3003,54,7,0,28075,353,79.53,302,12.2,119.67
2019-12-25,2019,12,4,"Wednesday",25,52,0,0,0,93.3607399322705,10.9915993364184,93.0514374726678,2391.55463042983,55.9080333185739,0,8,7159,2,144406,1,5347,108.822973152156,90.8388126780644,86.6,451315,3254,56,4,0,25337,326,77.72,193,12.9,123.64
2019-12-26,2019,12,4,"Thursday",26,52,0,0,0,92.4922223736874,11.0155909439056,98.2308175340039,2361.27768714399,56.2374677433359,0.0901078868060454,7,12697,5,806576,0,4280,108.270574456299,89.8406179799451,90.9,446200,3214,74,5,0,31281,403,77.62,227,5.3,186.45
2019-12-27,2019,12,4,"Friday",27,52,0,0,0,93.0801000034626,10.9778469873731,96.0386491526432,2374.15720420299,54.7391981977223,0.283371437822458,8,24811,2,1879172,1,12090,108.293975093156,88.7272565797022,96.5,293476,1255,47,3,0,34413,374,92.01,290,3.5,285.18
2019-12-28,2019,12,4,"Saturday",28,52,1,1,0,92.2559039712902,10.7568098278402,98.1128408134132,2382.56296706377,54.7228948454047,0,3,13710,0,185099,0,11847,108.078235297626,90.2080785927988,90.8,96419,1340,72,3,0,30671,334,91.83,207,6.9,220.77
2019-12-29,2019,12,4,"Sunday",29,52,1,1,0,91.5201336189454,10.72195936391,99.191326208344,2387.89982035713,58.9804311062045,0,1,11787,1,1892611,1,2999,108.082930408041,91.8847883794999,91.8,404123,1300,72,5,0,32549,441,73.81,283,14.8,138.83
2019-12-30,2019,12,4,"Monday",30,52,0,1,0,91.1377708801906,10.9139097214351,96.6540009284358,2403.22140124479,59.4690353013953,0,7,24062,2,1961117,0,7803,108.111740478697,90.2259647536217,92.5,396378,2995,49,11,0,30734,385,79.83,346,10.8,231.81
2019-12-31,2019,12,4,"Tuesday",31,53,0,1,0,89.9469999503342,11.0064169975826,97.9266577741924,2386.29778531211,45.9137082100653,0,4,19341,1,529519,0,5161,108.741949486727,90.5767286765592,87.5,68630,1180,64,8,1,30366,327,92.86,295,4.3,218.54
2020-01-01,2020,1,1,"Wednesday",1,1,0,0,1,89.2329636288343,11.0112023558288,99.7070970211009,2383.64837723331,65.9453413379241,0.0460967466487596,2,18037,1,1498857,0,8598,108.262642084516,91.2487690844209,87.8,98352,2158,73,2,0,24310,285,85.3,197,4.1,305.19
2020-01-02,2020,1,1,"Thursday",2,1,0,0,1,88.6410701028893,10.9702274461993,100.892262705828,2373.94487407028,62.9366355227175,0.227091099278515,7,24979,4,1287217,0,226,108.316139099299,90.5604315660575,86.4,249953,1361,46,4,1,27711,377,73.5,231,3.3,360.45
2020-01-03,2020,1,1,"Friday",3,1,0,0,1,89.1953181819516,10.9146125319196,96.2536288774319,2363.77591721843,48.2474836878981,0.637349087287978,2,15847,2,925779,0,14265,108.351104003898,89.6863159260178,91,225585,2108,71,3,0,25746,321,80.21,268,11.7,197.1
2020-01-04,2020,1,1,"Saturday",4,1,1,0,0,89.6055308219278,10.976541748197,96.3189247345562,2359.55583002833,78.1589259947048,0.167371493523017,3,20360,4,353204,0,6255,105.861271256053,89.0474513277392,98,211627,2033,59,8,0,29260,359,81.5,203,12.3,334.32
2020-01-05,2020,1,1,"Sunday",5,1,1,0,0,89.4384281734466,10.8952307692974,94.8523107445216,2335.98091405116,67.5850697453652,0.227688888657981,10,7198,0,1457800,0,6655,107.382169874372,91.5221900368856,87.1,216197,2266,64,12,0,25024,308,81.25,184,9.8,130.4
2020-01-06,2020,1,1,"Monday",6,1,0,0,0,88.7312927168875,10.8134949369412,95.215896766279,2304.74697314763,79.4837370075227,0.0691649295894151,6,12496,2,538106,0,263,106.551335226213,93.832134260346,96.2,246550,2780,68,1,0,22918,317,72.3,185,10,225.15
2020-01-07,2020,1,1,"Tuesday",7,1,0,0,0,89.204507031904,10.6422978871667,92.7317683991962,2339.04203501267,83.3759951436336,0.073483480832204,1,8676,1,1666022,0,2974,107.271202561831,92.8353331592072,97.4,110786,1301,60,6,0,24311,293,82.97,248,2.1,116.61
2020-01-08,2020,1,1,"Wednesday",8,2,0,0,0,89.146358106804,10.6003458944169,92.1047798656656,2338.45580651367,70.3271410839199,0.144812917168909,4,16108,2,981741,0,720,106.536122917337,90.2442328393182,94.3,312681,2655,68,5,0,24891,377,66.02,308,14.9,174.33
2020-01-09,2020,1,1,"Thursday",9,2,0,0,0,88.0587250194335,10.6802605790232,91.51567495137,2355.86136333449,76.6132222523628,0.362687553916648,7,15234,3,234091,0,6740,106.646277327279,90.0279369374475,89.2,407355,3365,58,2,1,24384,371,65.73,226,8.9,224.69
2020-01-10,2020,1,1,"Friday",10,2,0,0,0,88.0076083974005,10.6761817483584,95.8666444440107,2389.35559968875,69.2763111429996,0,8,15614,2,1319754,0,3979,105.894079475068,88.926739207886,89.7,256983,1318,60,6,0,26442,292,90.55,182,2.4,285.97
2020-01-11,2020,1,1,"Saturday",11,2,1,0,0,88.3605081251209,10.6608666122784,95.60209559969,2357.09728076525,62.6920860597172,0.181294274727059,7,10522,3,946605,0,13101,105.456802718953,89.7391231116534,87.9,470458,1839,70,6,0,26026,284,91.64,198,3.2,177.14
2020-01-12,2020,1,1,"Sunday",12,2,1,0,0,88.4634419835024,10.5953789508447,94.9354285950639,2372.12617326833,61.782261878893,0,1,17763,1,1809030,0,4775,104.711776860783,89.7323740125728,94.4,164468,2827,57,4,0,28381,306,92.75,229,6.3,258.56
2020-01-13,2020,1,1,"Monday",13,2,0,0,0,88.076299199443,10.6876546893145,91.5004939180045,2361.25173985542,74.069288924324,0.031838024218049,9,18623,3,659856,0,6249,103.451750270496,90.2862975722266,96.7,291290,1190,61,5,0,23414,271,86.4,187,4.5,331.96
2020-01-14,2020,1,1,"Tuesday",14,2,0,0,0,87.9991731565849,10.6605515725278,93.4782109276954,2407.41777786094,73.5423109932258,0.458448212012263,1,14664,0,477257,0,2836,103.579711712792,91.7325990268163,96.1,202399,876,61,3,0,22731,256,88.79,196,7.2,249.39
2020-01-15,2020,1,1,"Wednesday",15,3,0,0,0,87.8294107032434,10.6673773644528,92.2922458299418,2409.3377481779,71.4695447442456,0,9,16113,1,1173395,0,2948,103.680822937989,90.3177957587116,91.3,409068,1542,52,8,0,22950,266,86.28,224,5.5,239.78
2020-01-16,2020,1,1,"Thursday",16,3,0,0,0,88.081230226122,10.584640596815,93.2739073467914,2433.93020959868,70.0186772841663,0.367261535556343,5,20259,1,1402231,0,8016,103.766653183144,92.4149377937143,95.3,173514,2549,45,4,0,24643,261,94.42,189,9.8,357.3
2020-01-17,2020,1,1,"Friday",17,3,0,0,0,87.4066458474435,10.4991244007226,92.2330696778926,2442.37114860695,77.5314484903131,0.012156729909984,3,9135,1,1076163,0,6208,104.794999303131,91.4230164876508,91.1,247280,836,73,4,0,25242,295,85.57,258,5.6,118.02
2020-01-18,2020,1,1,"Saturday",18,3,1,0,0,87.0865107475732,10.4736186582457,92.9353786982661,2461.81918419393,65.2676044383012,0.0747602022771106,4,5324,2,843965,0,13878,104.132142424942,91.7600490009226,87.6,95820,2388,72,6,0,24589,266,92.44,150,14.8,118.31
2020-01-19,2020,1,1,"Sunday",19,3,1,0,0,87.2091170341435,10.539360917715,91.889852065752,2417.23560807681,72.6751430613319,0,8,16985,0,1884869,0,9129,103.223466102624,92.4755701761152,89.4,493207,2052,45,7,0,25053,374,66.99,215,2.6,263.33
2020-01-20,2020,1,1,"Monday",20,3,0,0,0,87.6169209296917,10.3783163521107,92.6317913133006,2390.61525499504,49.5786847713031,0.57938440328358,4,14377,0,1927629,1,10272,102.511429176514,92.3572726484262,91.6,56384,1865,58,10,0,20115,258,77.97,158,2.4,303.31
2020-01-21,2020,1,1,"Tuesday",21,3,0,0,0,87.5902202961212,10.4503028057037,95.1909793650482,2396.04849778442,81.5251657102732,0.0283783645185275,10,10645,1,1146415,0,4821,101.13656128811,91.1966044311962,88.6,324186,856,60,9,0,22078,254,86.92,170,5,208.73
2020-01-22,2020,1,1,"Wednesday",22,4,0,0,0,87.053724942693,10.3763405407528,94.0427052538688,2391.19752575791,72.4987922896633,0.674844657233678,8,23896,1,1196191,0,1023,101.002371750602,92.80209914233,92.8,431986,2376,61,5,1,26141,315,82.99,219,5.5,363.71
2020-01-23,2020,1,1,"Thursday",23,4,0,0,0,87.100051767022,10.2846602639669,95.1798524341087,2358.57170043706,62.4612973910288,0,1,10048,3,590578,0,9019,101.472765129062,92.733124952253,98.9,58860,2389,64,6,1,22415,302,74.22,172,3.5,194.73
2020-01-24,2020,1,1,"Friday",24,4,0,0,0,87.700777329054,10.1916976070707,94.3580530283814,2362.57895129765,84.6992980248956,0.0627453557894968,8,10119,2,1003905,0,10442,101.683142750536,94.0445062285086,95.8,372464,1073,47,4,0,23371,355,65.83,300,3.4,112.43
2020-01-25,2020,1,1,"Saturday",25,4,1,0,0,87.7060019207402,10.1211472874091,96.6830124598439,2356.57654233087,63.8710493295602,0.127231291004704,10,16896,2,172483,0,7860,100.123334260469,93.9331916608212,87.4,323626,1329,62,4,0,25815,360,71.71,224,10.5,251.43
2020-01-26,2020,1,1,"Sunday",26,4,1,0,0,88.0381765563683,10.2028211256716,95.041671852766,2339.81203905176,74.479005291679,0.246004610379056,10,15856,1,1437275,0,13098,101.577218291649,93.0756851257814,90,426698,1787,73,6,0,24181,321,75.33,216,8.5,244.69
2020-01-27,2020,1,1,"Monday",27,4,0,0,0,88.1086965866413,10.2687820788275,97.0108084873604,2355.40793222939,79.4471332329444,0,7,15610,0,1448133,0,4683,101.508843037487,91.7878539083892,92,491552,1805,72,8,0,21869,301,72.65,207,7.9,251.37
2020-01-28,2020,1,1,"Tuesday",28,4,0,1,0,89.2199413198893,10.3085302874284,99.3247109351038,2343.44297031722,76.0539891973448,0,4,16106,4,268069,0,6083,101.633262763144,91.4229851218336,87.5,258979,3139,68,3,0,22995,343,67.04,226,9.9,237.55
2020-01-29,2020,1,1,"Wednesday",29,5,0,1,0,89.4721493000615,10.3719516697979,101.492254687168,2343.9638490435,75.5844867380141,0.332207848784579,1,20102,2,1829390,0,10660,101.658122828114,91.4224646904431,88.2,274164,2511,48,4,0,26901,361,74.52,246,14.6,272.38
2020-01-30,2020,1,1,"Thursday",30,5,0,1,0,89.4580182373291,10.3832018929235,98.8318815278368,2343.12298727265,70.2479969735188,0.0202563821740227,5,19620,0,474034,0,11217,101.437870016254,90.1393417274957,97,358624,1874,71,6,1,25634,335,76.52,189,2.5,346.03
2020-01-31,2020,1,1,"Friday",31,5,0,1,0,90.534284900625,10.4323336609221,93.6585622647956,2353.14047555936,72.8226707152972,0,8,5101,2,728560,0,2370,101.758499414879,88.2778605600249,97.8,464159,1975,61,4,0,23327,263,88.7,201,12.9,84.59
2020-02-01,2020,2,1,"Saturday",1,5,1,0,1,90.722197814744,10.3865396624337,91.3134063437166,2299.62393054539,89.2867782236236,0,9,23822,3,1086442,0,12775,101.672060543837,89.9160919657298,91.9,457140,1152,58,5,0,29425,443,66.42,344,6.8,230.83
2020-02-02,2020,2,1,"Sunday",2,5,1,0,1,90.1762790089651,10.5484864687871,91.6036110442956,2302.20038299368,73.8539189376363,0,3,16130,3,901970,0,14516,101.922908415088,87.7407258736123,95,360997,1807,57,4,0,28557,366,78.02,231,12.7,232.76
2020-02-03,2020,2,1,"Monday",3,5,0,0,1,89.1458409387041,10.5735017794786,92.0817715714322,2329.79856542467,75.7232310302065,0.30361149705992,10,17254,6,1736358,0,8256,101.450016587074,86.4121936722532,90.3,71605,2486,74,5,0,24458,327,74.8,232,14.7,247.9
2020-02-04,2020,2,1,"Tuesday",4,5,0,0,0,88.8179235572862,10.7534061854434,95.2662342093107,2361.96663771854,71.5429125936734,0.200747884343479,7,24772,2,1546032,1,6958,100.792863478692,87.4515126586982,85,287781,3327,61,2,0,30775,460,66.9,391,9.3,211.18
2020-02-05,2020,2,1,"Wednesday",5,6,0,0,0,88.3439648123517,10.594736987212,94.2063918249549,2358.97389117669,75.2472288668893,0.299013406984427,10,13103,2,600913,0,1845,100.786521509007,86.9958770890045,91.8,133773,2378,46,2,0,25290,344,73.52,228,7,191.56
2020-02-06,2020,2,1,"Thursday",6,6,0,0,0,88.507573075205,10.4921930328821,90.9857141984632,2364.23232424652,87.8900077778293,0,7,13341,1,1217542,0,5424,99.104337007288,87.0403880804336,93.7,51684,2728,51,10,1,24960,269,92.79,204,10.6,217.99
2020-02-07,2020,2,1,"Friday",7,6,0,0,0,87.4511434774331,10.5880111064247,92.3326265210859,2335.96414819132,72.4182832348603,0,8,11743,2,431935,0,5605,100.174796474583,88.2313144488195,98.4,448620,1231,63,7,0,26779,335,79.94,272,6.2,143.91
2020-02-08,2020,2,1,"Saturday",8,6,1,0,0,86.1492387653059,10.7004847533321,91.2346030845821,2333.5224313734,79.6965973300593,0.320288705962482,8,18218,2,233129,0,10201,99.3664168492043,90.2243612659656,85.2,290689,2848,74,4,0,30584,387,79.03,319,8.6,190.37
2020-02-09,2020,2,1,"Sunday",9,6,1,0,0,85.5850921093333,10.5000215696075,88.6594119293127,2390.09020131391,81.8906805547137,0.43331023575768,9,9888,0,1782495,0,1474,99.6890462030295,88.4213347466019,97.9,152889,3321,71,3,0,24724,327,75.61,190,10.3,173.47
2020-02-10,2020,2,1,"Monday",10,6,0,0,0,85.5604606310397,10.2939609840699,86.8847695460707,2391.70125573076,81.5526948894239,0.106678680204718,0,14309,1,1885839,0,7336,99.2755963443367,88.0320684769994,97.3,316619,2502,45,2,0,24145,363,66.52,250,9,190.79
2020-02-11,2020,2,1,"Tuesday",11,6,0,0,0,85.2661828934466,10.3543298600971,85.2258850956776,2387.27793648079,72.6561098839499,0.591401139657372,6,10895,2,769924,0,8559,98.6965309769504,87.0197603074455,96.1,492563,2480,64,8,0,25708,390,65.92,221,5.5,164.33
2020-02-12,2020,2,1,"Wednesday",12,7,0,0,0,85.1449903374394,10.4317674722693,89.6151062569986,2394.49498156648,87.2327028069298,0,2,14797,1,768223,0,7564,98.9560518880052,87.1027300123514,96,323461,3473,66,4,0,24648,285,86.48,169,3.4,291.85
2020-02-13,2020,2,1,"Thursday",13,7,0,0,0,84.8674698680993,10.3952293449608,91.9265628098098,2431.12158650335,77.8135441953795,0,7,22990,0,759275,0,14846,97.763975186656,88.7262766021831,94.7,265053,2606,68,2,1,25534,339,75.32,264,3.6,290.28
2020-02-14,2020,2,1,"Friday",14,7,0,0,0,85.1810521391273,10.4021002412559,94.0950159554163,2398.21853708564,85.3757232283175,0.599394392152901,9,18374,0,670399,0,13990,96.319646033121,89.635636597002,98.1,497435,2250,47,6,0,29494,328,89.92,266,5.1,230.25
2020-02-15,2020,2,1,"Saturday",15,7,1,0,0,85.4001042528392,10.411745823356,92.8508730249681,2390.84220914428,80.2987445224314,0,1,17777,0,585338,0,1444,96.0218845669428,88.5248781418738,92.5,206907,1578,51,4,0,27689,410,67.53,230,10.6,257.64
2020-02-16,2020,2,1,"Sunday",16,7,1,0,0,85.5185272748028,10.337908636603,93.6746469213445,2370.62148101176,84.4403230334037,0.169846062496144,8,15874,3,684788,0,9206,96.8913498615023,87.580169507029,93,412633,2670,51,2,0,29156,323,90.27,251,4.2,210.81
2020-02-17,2020,2,1,"Monday",17,7,0,0,0,84.473080605394,10.2983734084904,93.8273950609204,2354.66498642424,87.0271563534569,0.0642392523304016,3,8363,1,453431,0,230,97.8992086054279,85.2979512535513,85.3,394108,3200,62,7,0,21895,276,79.33,177,14.2,157.5
2020-02-18,2020,2,1,"Tuesday",18,7,0,0,0,83.9676320043842,10.1784477391177,93.621080788938,2370.13308245618,86.7445836355538,0.394773710218784,4,17636,3,512964,0,7941,96.3490494058168,84.0289348322744,91.5,61477,982,55,6,0,25205,303,83.18,232,4.9,253.39
2020-02-19,2020,2,1,"Wednesday",19,8,0,0,0,84.7246107202721,10.1307820405248,96.7065602336016,2361.74038111833,75.3146442657952,0.532582129025969,10,11855,0,646254,0,13842,96.4425902788008,83.0575973274571,92.4,434632,2880,48,4,0,21264,239,88.97,202,14.8,195.63
2020-02-20,2020,2,1,"Thursday",20,8,0,0,0,85.2230985611739,9.83101620804145,96.3570680564395,2361.79285425764,81.8469978163134,0,5,10294,5,299352,0,6556,97.0457689319132,83.9436519522014,97.3,220983,2537,62,7,0,23271,352,66.11,280,7.2,122.55
2020-02-21,2020,2,1,"Friday",21,8,0,0,0,85.065489739805,9.70369458366459,96.8841308084719,2346.77664705931,84.2419259383184,0.0673318233924385,2,11998,3,1674791,0,12702,96.4568228330452,83.6609179031295,93.9,255739,3018,72,4,0,25864,375,68.97,270,10.5,148.12
2020-02-22,2020,2,1,"Saturday",22,8,1,0,0,86.2331579185171,9.65417216334447,93.9196037246588,2392.13798130096,74.9703207234783,0.237958484916615,9,23472,1,1464871,0,8331,96.5105855387693,82.9570258938638,86.8,303849,1803,59,5,0,28799,372,77.42,231,11.6,338.7
2020-02-23,2020,2,1,"Sunday",23,8,1,0,0,86.3224924173142,9.713683229617,92.6897587213798,2413.44469542588,91.1105383504723,0,1,11997,1,877389,0,12476,96.1208496306025,83.6892690268303,90.5,378117,866,58,7,0,27531,363,75.84,262,13.1,152.63
2020-02-24,2020,2,1,"Monday",24,8,0,0,0,85.4936843675366,9.72581197585056,91.8431827165234,2415.07818548437,84.7569300086801,0,7,9166,0,405904,0,9763,95.9784772045041,83.9291888911197,87.2,190634,2312,63,5,0,20934,271,77.25,171,3.4,178.67
2020-02-25,2020,2,1,"Tuesday",25,8,0,0,0,85.6285819482793,9.60978354049453,92.253968147886,2421.45889674546,83.3529474521684,0.211573379848958,4,6427,1,1443682,0,10499,97.3319626552929,84.4487914777832,86,166591,3383,62,8,0,19024,234,81.3,140,5,153.02
2020-02-26,2020,2,1,"Wednesday",26,9,0,0,0,86.3800921322385,9.58686715265129,92.043345405136,2406.52582085415,93.1721161130038,0,0,23495,1,965056,0,2490,97.6381648042222,84.0307343508081,98.1,408861,862,52,4,0,27130,326,83.22,252,3.8,310.78
2020-02-27,2020,2,1,"Thursday",27,9,0,0,0,86.1691298239906,9.55394177843971,92.036116492262,2412.25102105519,89.7256094057619,0.460563304360062,7,13812,1,1401775,0,14507,98.1855580308006,83.4703841989964,96.3,283515,2473,66,3,1,23917,289,82.76,169,3.2,272.43
2020-02-28,2020,2,1,"Friday",28,9,0,1,0,86.4329778703905,9.63391493558994,90.9495120690284,2408.33585344753,84.4763813488021,0,7,15672,4,423348,0,7196,98.8119992511137,84.1705883883986,96,289433,2732,67,4,0,26321,350,75.2,280,10.8,186.57
2020-02-29,2020,2,1,"Saturday",29,9,1,1,0,85.5341597263306,9.55304418373153,88.2351157494735,2409.68684325645,71.8811312848929,0.521184330342275,5,6178,3,1540671,0,5916,99.8277647675809,83.8255235232148,87.7,464701,1130,65,3,0,25009,328,76.25,277,2.6,74.34
2020-03-01,2020,3,1,"Sunday",1,9,1,0,1,85.9358934861877,9.64493971834426,87.1627288892961,2456.17865794397,84.3198721641056,0,2,8395,2,802847,0,11872,100.086316942672,83.4488219848653,94,109795,834,51,9,0,24177,341,70.9,237,3.7,118.07
2020-03-02,2020,3,1,"Monday",2,9,0,0,1,86.1695699095574,9.72873844536009,86.9583755062339,2426.33192655677,82.2747260627234,0.331475461096384,2,7115,1,1660565,0,11748,99.4743801026515,83.3393713673687,86,173069,2936,59,5,0,21781,254,85.75,162,5.2,146.4
2020-03-03,2020,3,1,"Tuesday",3,9,0,0,1,85.9564765770299,9.68640317863012,84.3874624553263,2431.48306282787,73.4476568245336,0,9,10285,3,1571196,1,5862,99.4595398716714,82.2515317497093,85.5,262952,1611,50,2,0,26097,400,65.24,230,8.8,149.06
2020-03-04,2020,3,1,"Wednesday",4,10,0,0,0,86.8710130736858,9.61024700551294,84.0410319943135,2377.83803162941,95.5210828207011,0,8,18649,3,1657209,0,938,100.906138045831,80.0877951790786,92.7,305849,1554,65,3,0,26403,283,93.3,182,12.8,341.56
2020-03-05,2020,3,1,"Thursday",5,10,0,0,0,86.1283520695442,9.50089844750642,82.2326974818658,2358.74672176157,76.2747972069056,0,8,17583,3,1677629,0,9538,101.874675123639,78.5941824326974,88.9,392395,2884,50,5,0,27474,322,85.32,260,13,225.42
2020-03-06,2020,3,1,"Friday",6,10,0,0,0,86.1211153574532,9.4154624914441,83.2635429873682,2362.02262816133,79.4071293459355,0.0670448151616754,10,5755,1,1509361,1,778,101.989502509167,77.6495414485159,89.6,149150,1192,46,5,0,24779,281,88.18,202,10.7,94.97
2020-03-07,2020,3,1,"Saturday",7,10,1,0,0,86.136131492985,9.30619717005861,85.5814476248835,2324.93341411373,83.5235620517698,0,10,14145,2,468178,0,1096,101.700405038462,79.0073848673743,91.9,87478,1156,54,6,0,27945,387,72.21,319,11.8,147.81
2020-03-08,2020,3,1,"Sunday",8,10,1,0,0,85.2838025760077,9.45445038584127,87.0654911433037,2336.51910130519,89.7456244983247,0.0717825891502931,8,7473,0,1701741,0,4796,102.177851251374,79.5563140071259,97.9,373774,920,47,5,0,26069,329,79.24,191,14.8,130.42
2020-03-09,2020,3,1,"Monday",9,10,0,0,0,84.9149973847761,9.49804619180047,87.5735673616716,2382.02394686176,84.7515629375572,0,7,16309,0,473343,1,4479,102.260733232481,78.5198310442071,89.2,242881,2053,67,5,0,22968,338,67.95,299,3.1,181.82
2020-03-10,2020,3,1,"Tuesday",10,10,0,0,0,86.2909568481862,9.64537689521509,84.0512622015001,2392.63360171373,77.0686042602097,0.292510077521607,6,20832,0,398954,1,1814,102.3168396048,78.5718255269752,96.6,340586,2089,58,9,1,27774,322,86.25,242,14.1,286.94
2020-03-11,2020,3,1,"Wednesday",11,11,0,0,0,86.4309251024214,9.6534254031126,84.2091230770129,2383.64945509014,92.5582476193941,0,1,8735,2,1407441,1,7323,101.101643013546,77.6452418155425,93.2,404048,1754,65,4,0,26623,388,68.62,219,4,132.95
2020-03-12,2020,3,1,"Thursday",12,11,0,0,0,86.6618353132635,9.62747645574749,84.7499172931919,2354.35284330514,90.7504192030809,0.296800091778969,7,17956,2,876720,0,6664,99.8669635012235,76.9645782270507,97.8,246465,1875,66,4,0,26600,380,70,253,10.1,236.57
2020-03-13,2020,3,1,"Friday",13,11,0,0,0,86.5451346788871,9.58218220446229,82.7021601296341,2368.72094724892,85.1100186181194,0.121572970337774,7,9142,1,419586,0,8742,99.6880518806992,76.5817126226716,89.5,269515,1388,49,5,0,26200,402,65.17,251,10.2,121.41
2020-03-14,2020,3,1,"Saturday",14,11,1,0,0,87.0011132354706,9.66881070430189,84.3211127254399,2403.66716538612,82.1361441770441,0.153255236489787,7,17109,1,519478,0,7081,99.2118224062109,75.2846209923989,97.8,334124,1090,49,8,0,28991,311,93.22,225,9,253.47
2020-03-15,2020,3,1,"Sunday",15,11,1,0,0,87.0594228318389,9.71635851181134,81.9989935330402,2421.16302936998,87.4559925953269,0.0621078050054375,1,11644,4,1269917,0,4075,99.1251878049122,73.9988483593953,98.5,288702,1024,61,7,0,25228,358,70.47,245,11.1,158.42
2020-03-16,2020,3,1,"Monday",16,11,0,0,0,86.806010559231,9.76095849514564,79.7481825679758,2448.76680173518,101.13327666558,0.216955923798923,7,7144,3,1612858,0,10587,100.336434549784,74.5176264518283,95.4,149873,2795,46,7,0,17970,222,80.95,133,6.8,179.05
2020-03-17,2020,3,1,"Tuesday",17,11,0,0,0,85.7370111892953,9.62076868566229,84.3968666801936,2447.96739858418,76.5215348073203,0.0229912490124077,10,24576,2,1684556,0,12230,100.747050095845,76.5662649833589,90,391253,2566,52,5,0,22305,268,83.23,164,7.2,499.51
2020-03-18,2020,3,1,"Wednesday",18,12,0,0,0,85.6617424768055,9.81756319953874,84.1105934427312,2473.28730825356,81.4387205441531,0,0,12436,2,143494,0,1212,100.652263481728,76.6535452048592,97.6,309123,2439,57,4,0,18421,226,81.51,199,9,208.31
2020-03-19,2020,3,1,"Thursday",19,12,0,0,0,86.44222472984,9.72969567641803,84.395043760103,2480.97457916066,88.1319092055443,0.755827374620203,9,21481,3,836654,0,727,100.135074353597,76.8207916211769,97,321436,2377,51,6,0,21965,318,69.07,205,11.3,349.28
2020-03-20,2020,3,1,"Friday",20,12,0,0,0,87.6011386310115,9.85668852460778,83.5523684998454,2442.55174243893,93.0325006771854,0.278484077145229,2,10716,2,679918,0,13782,101.339744904093,76.8902501782373,97.6,315078,2534,70,8,0,19740,291,67.84,254,13.6,140.63
2020-03-21,2020,3,1,"Saturday",21,12,1,0,0,88.1228094091396,10.0127178989184,83.7332646659251,2440.09050523213,83.4972938286072,0.672818354595843,8,13569,0,468041,0,3839,102.200541295469,75.9325073976298,87.1,482437,3058,74,4,0,21969,314,69.96,195,9.7,231.95
2020-03-22,2020,3,1,"Sunday",22,12,1,0,0,87.9408392233934,10.0087809725789,79.9794398405099,2420.88287453829,91.6814566215839,0.464401167002424,10,21669,4,1623576,0,11575,103.170916874789,77.3696923725588,96,405301,950,50,7,0,23511,265,88.72,154,7.2,469.03
2020-03-23,2020,3,1,"Monday",23,12,0,0,0,87.7331723132842,10.1637255301307,81.2045608249324,2481.17298918284,80.1703691820264,0.524939460792554,2,23901,1,1598997,0,12869,102.23586171253,78.6812773246675,87,194925,2038,70,6,0,18969,288,65.86,164,6.5,485.79
2020-03-24,2020,3,1,"Tuesday",24,12,0,0,0,86.5396426386301,10.1488357661773,80.0603550945598,2487.50963481498,97.0229802913931,0,1,22544,4,1306891,0,3362,102.562985923599,78.1106414593284,91.2,446518,1743,75,8,0,24953,268,93.11,175,5.3,429.41
2020-03-25,2020,3,1,"Wednesday",25,13,0,0,0,87.0984603012295,10.0811912415186,78.759425268324,2420.04442932569,83.774919631022,0.178952684197351,7,6026,3,1708708,0,14608,102.044660057602,78.9748296708649,91,202154,2175,63,5,1,16107,221,72.88,152,13.8,132.15
2020-03-26,2020,3,1,"Thursday",26,13,0,0,0,87.8958956086621,10.2452314604732,78.5345852444344,2410.63079857125,99.1067535026338,0.551342524647265,1,20304,3,992059,0,2591,100.800138059859,79.7790932762797,91.4,227624,2505,60,4,0,22870,337,67.86,235,10.1,288
